,score,names_wiki+googleart+wga+meisterwerke,dates_wiki+googleart+wga+meisterwerke,names_moma,dates_moma,is_same,artist_id_wiki+googleart+wga+meisterwerke,artist_id_moma,idx,total_works_count,year_diff
143.0,86.0,[john dolan],"[1971, 2099]",[john divola],"[1949, 2099]",0,googleart_m0100pcct,moma_mdvt-john-divola-1558,"(2453, 5554)",3.0,"[22, 0]"
144.0,88.0,[li hongbo],"[1974, 2099]",[li hong],"[1940, 2099]",0,googleart_m010lqd_w,moma_mdvt-li-hong-35551,"(2458, 6700)",3.0,"[34, 0]"
81.0,100.0,[howard hodgkin],"[1932, 2099]",[howard hodgkin],"[1932, 2017]",1,googleart_m019h1v,moma_mdvt-howard-hodgkin-2679,"(995, 4584)",30.0,"[0, 82]"
349.0,85.0,"[christopher ofili, chris ofili]","[1968, 2099]",[christopher orr],"[1967, 2099]",0,googleart_m01b_88,moma_mdvt-christopher-orr-28745,"(1840, 380)",23.0,"[1, 0]"
352.0,85.0,"[christopher ofili, chris ofili]","[1968, 2099]",[christopher wool],"[1955, 2099]",0,googleart_m01b_88,moma_mdvt-christopher-wool-6448,"(1846, 380)",46.0,"[13, 0]"
346.0,86.0,"[christopher ofili, chris ofili]","[1968, 2099]",[christopher giglio],"[1964, 2099]",0,googleart_m01b_88,moma_mdvt-christopher-giglio-8500,"(1832, 380)",21.0,"[4, 0]"
110.0,84.0,"[николай  рерих, nicholas roerich]","[1874, 1947]",[nicholas ház],"[1883, 1953]",0,googleart_m01fpf6,moma_mdvt-nicholas-ház-2559,"(1709, 8129)",1879.0,"[9, 6]"
133.0,100.0,"[thomas john ""tom"" thomson, tom thomson]","[1877, 1917]",[john thomson],"[1837, 1921]",0,googleart_m01qc1n,moma_mdvt-john-thomson-5863,"(2201, 5690)",25.0,"[40, 4]"
451.0,90.0,[john piper],"[1903, 1992]",[john opper],"[1908, 1994]",0,googleart_m0253jw,moma_mdvt-john-opper-4419,"(5651, 2592)",3.0,"[5, 2]"
145.0,100.0,[everett shinn],"[1876, 1953]",[everett shinn],"[1873, 1953]",1,googleart_m0265153,moma_mdvt-everett-shinn-5401,"(2612, 3114)",3.0,"[3, 0]"
146.0,100.0,[uche okeke],"[1933, 2099]",[uche okeke],"[1933, 2016]",1,googleart_m026tzyg,moma_mdvt-uche-okeke-47956,"(2660, 10866)",10.0,"[0, 83]"
147.0,84.0,[william henry hunt],"[1790, 1864]",[william henry pigou],"[1818, 1858]",0,googleart_m02q1d1,moma_mdvt-william-henry-pigou-7031,"(2792, 11360)",6.0,"[28, 6]"
148.0,88.0,"[solomon, solomon joseph, solomon joseph solomon, solomon, solomon j.]","[1860, 1927]",[solomon d. butcher],"[1856, 1927]",0,googleart_m02r5z_b,moma_mdvt-solomon-d.-butcher-895,"(2859, 10175)",7.0,"[4, 0]"
518.0,90.0,[peter saul],"[1934, 2099]",[peter paul],"[1970.0, 1970.0]",0,googleart_m02rbn48,moma_mdvt-peter-paul-4522,"(8776, 2867)",6.0,"[36.0, 129.0]"
149.0,100.0,[calvert jones],"[1804, 1877]",[calvert richard jones],"[1802, 1877]",1,googleart_m02rq0z4,moma_mdvt-calvert-richard-jones-7669,"(2877, 1444)",0.0,"[2, 0]"
150.0,100.0,[bob thompson],"[1937, 1966]",[bob thompson],"[1937, 1965]",1,googleart_m02vlvj6,moma_mdvt-bob-thompson-5858,"(2892, 1288)",4.0,"[0, 1]"
151.0,100.0,[josé luis cuevas],"[1934, 2099]",[josé luis cuevas],"[1934, 2017]",1,googleart_m02xqgj,moma_mdvt-josé-luis-cuevas-1325,"(2947, 5900)",29.0,"[0, 82]"
41.0,100.0,"[elaine marie catherine fried, elaine de kooning]","[1918, 1989]",[elaine de kooning],"[1920, 1989]",1,googleart_m0343gd,moma_mdvt-elaine-de-kooning-3212,"(566, 2748)",43.0,"[2, 0]"
102.0,100.0,"[maurice brazil prendergast, maurice prendergast, prendergast, maurice brazil]","[1858, 1924]",[maurice prendergast],"[1859, 1924]",1,googleart_m039zxc,moma_mdvt-maurice-prendergast-4727,"(1600, 7557)",424.0,"[1, 0]"
152.0,100.0,[howard chandler christy],"[1873, 1952]",[howard chandler christy],"[1872, 1952]",1,googleart_m03cmpp,moma_mdvt-howard-chandler-christy-1116,"(3049, 4576)",10.0,"[1, 0]"
153.0,100.0,[henri lebasque],"[1865, 1937]",[henri lebasque],"[1865, 1947]",1,googleart_m03nx1p1,moma_mdvt-henri-lebasque-40746,"(3217, 4404)",4.0,"[0, 10]"
445.0,92.0,"[john t. biggers, biggers, john thomas, biggers, john t.]","[1924, 2001]",[john d. thomas],"[1937, 1947]",0,googleart_m042mhs,moma_mdvt-john-d.-thomas-8448,"(5550, 3276)",5.0,"[13, 54]"
30.0,100.0,"[bill traylor, william ""bill"" traylor]","[1854, 1949]",[bill traylor],"[1854, 1947]",1,googleart_m04_lfd,moma_mdvt-bill-traylor-7464,"(288, 1229)",55.0,"[0, 2]"
154.0,100.0,[johannes larsen],"[1867, 1961]",[johannes larsen],"[1912, 1922]",1,googleart_m04ct3cl,moma_mdvt-johannes-larsen-3391,"(3325, 5491)",4.0,"[45, 39]"
91.0,100.0,"[kazimir malevich, казимир малевич (kazimierz malewicz)]","[1879, 1935]",[kazimir malevich],"[1878, 1935]",1,googleart_m04dvd,moma_mdvt-kazimir-malevich-3710,"(1351, 6233)",368.0,"[1, 0]"
155.0,100.0,[okuda],"[2014.0, 2014.0]",[noriyuki okuda],"[1940, 2099]",1,googleart_m04vvyq6,moma_mdvt-noriyuki-okuda-35588,"(3436, 8231)",8.0,"[74.0, 85.0]"
561.0,87.0,[kara walker],"[1969, 2099]",[sarah walker],"[1963, 2099]",0,googleart_m04zfgb,moma_mdvt-sarah-walker-28848,"(9905, 3461)",48.0,"[6, 0]"
156.0,84.0,"[krohg, christian, christian krohg]","[1852, 1925]",[christian rohlfs],"[1849, 1938]",0,googleart_m05gkhg,moma_mdvt-christian-rohlfs-5000,"(3568, 1804)",102.0,"[3, 13]"
157.0,100.0,[paul ranson],"[1864, 1909]",[paul ranson],"[1862, 1909]",1,googleart_m05gvqk,moma_mdvt-paul-ranson-4814,"(3569, 8601)",5.0,"[2, 0]"
83.0,100.0,"[γιάννης κουνέλλης, jannis kounellis]","[1936, 2099]",[jannis kounellis],"[1936, 2017]",1,googleart_m05p18h,moma_mdvt-jannis-kounellis-3230,"(1112, 5093)",30.0,"[0, 82]"
158.0,85.0,[peter brandes],"[1944, 2099]",[peter bradley],"[1940, 2099]",0,googleart_m05q3tq2,moma_mdvt-peter-bradley-8293,"(3618, 8716)",3.0,"[4, 0]"
159.0,97.0,[waldemar świerzy],"[1931, 2013]",[waldemar swierzy],"[1931, 2099]",1,googleart_m06zn0m5,moma_mdvt-waldemar-swierzy-5753,"(3745, 11120)",9.0,"[0, 86]"
42.0,100.0,[ellsworth kelly],"[1923, 2099]",[ellsworth kelly],"[1923, 2015]",1,googleart_m07sk_z,moma_mdvt-ellsworth-kelly-3048,"(570, 2810)",347.0,"[0, 84]"
160.0,100.0,[emilio vedova],"[1919, 2006]",[emilio vedova],"[1919, 1995]",1,googleart_m08gdyk,moma_mdvt-emilio-vedova-6119,"(3960, 2861)",7.0,"[0, 11]"
161.0,85.44,[alberto savinio],"[1891, 1952]",[alberto sani],"[1900, 1964]",0,googleart_m08tlmw,moma_mdvt-alberto-sani-5154,"(3986, 251)",5.0,"[9, 12]"
4.0,100.0,"[albín brunovský, albin brunovsky]","[1935, 1997]",[albin brunovsky],"[1979.0, 1979.0]",1,googleart_m08yzr_,moma_mdvt-albin-brunovsky-831,"(65, 253)",23.0,"[44.0, 18.0]"
124.0,100.0,"[renato guttuso, aldo renato guttuso]","[1911, 1987]",[renato guttuso],"[1912, 1987]",1,googleart_m09s0_x,moma_mdvt-renato-guttuso-2423,"(1935, 9163)",48.0,"[1, 0]"
48.0,100.0,"[françois morellet, francois morellet]","[1926, 2099]",[françois morellet],"[1926, 2016]",1,googleart_m0byvrn,moma_mdvt-françois-morellet-4083,"(685, 3419)",36.0,"[0, 83]"
162.0,100.0,[robert moskowitz],"[1935, 2001]",[robert moskowitz],"[1935, 2099]",1,googleart_m0czf_4,moma_mdvt-robert-moskowitz-4122,"(4278, 9484)",12.0,"[0, 98]"
163.0,100.0,[jr],"[1983, 2099]","[john f. simon, jr.]","[1963, 2099]",0,googleart_m0dgq66j,"moma_mdvt-john-f.-simon,-jr.-25966","(4305, 5561)",33.0,"[20, 0]"
166.0,100.0,[jr],"[1983, 2099]",[chester higgins jr.],"[1946, 2099]",0,googleart_m0dgq66j,moma_mdvt-chester-higgins-jr.-2636,"(4305, 1743)",33.0,"[37, 0]"
164.0,100.0,[jr],"[1983, 2099]","[henry wessel, jr.]","[1942, 2099]",0,googleart_m0dgq66j,"moma_mdvt-henry-wessel,-jr.-6317","(4305, 4446)",33.0,"[41, 0]"
168.0,100.0,[jr],"[1983, 2099]","[victor masayesva, jr.]","[1951, 2099]",0,googleart_m0dgq66j,"moma_mdvt-victor-masayesva,-jr.-34926","(4305, 11004)",33.0,"[32, 0]"
165.0,100.0,[jr],"[1983, 2099]",[edward g. sutt jr.],"[1968, 2099]",0,googleart_m0dgq66j,moma_mdvt-edward-g.-sutt-jr.-28977,"(4305, 2689)",33.0,"[15, 0]"
167.0,100.0,[jr],"[1983, 2099]","[john a. jenkins, jr.]","[1966, 2099]",0,googleart_m0dgq66j,"moma_mdvt-john-a.-jenkins,-jr.-29536","(4305, 5500)",33.0,"[17, 0]"
169.0,100.0,[swoon],"[1978, 2099]",[swoon],"[1977, 2099]",1,googleart_m0f5ns5,moma_mdvt-swoon-28997,"(4338, 10425)",14.0,"[1, 0]"
170.0,100.0,[rafael coronel],"[1931, 2099]",[rafael coronel],"[1932, 2099]",1,googleart_m0h06nz,moma_mdvt-rafael-coronel-6780,"(4454, 9000)",5.0,"[1, 0]"
172.0,100.0,[morley],"[1982, 2099]",[ursula morley price],"[1936, 2099]",0,googleart_m0h55xs4,moma_mdvt-ursula-morley-price-4735,"(4470, 10913)",4.0,"[46, 0]"
171.0,100.0,[morley],"[1982, 2099]",[malcolm morley],"[1931, 2099]",1,googleart_m0h55xs4,moma_mdvt-malcolm-morley-4100,"(4470, 7066)",9.0,"[51, 0]"
173.0,100.0,[margaret macdonald mackintosh],"[1864, 1933]",[margaret macdonald],"[1865, 1933]",1,googleart_m0mc6d,moma_mdvt-margaret-macdonald-37582,"(4529, 7201)",4.0,"[1, 0]"
174.0,100.0,[dorothy hood],"[1919, 2000]",[dorothy hood],"[1918, 2000]",1,googleart_m0rffm5l,moma_mdvt-dorothy-hood-2722,"(4548, 2516)",7.0,"[1, 0]"
175.0,87.0,[carlos luna],"[1969, 2099]",[carlos bunga],"[1976, 2099]",0,googleart_m0swl40w,moma_mdvt-carlos-bunga-42485,"(4554, 1529)",3.0,"[7, 0]"
176.0,100.0,[peter lipman-wulf],"[1905, 1993]",[peter lipman-wulf],"[1905, 1915]",1,googleart_m0t502t1,moma_mdvt-peter-lipman-wulf-3564,"(4572, 8765)",35.0,"[0, 78]"
177.0,100.0,[ingrid calame],"[1965, 2099]",[ingrid calame],"[1968, 2099]",1,googleart_m0t503bs,moma_mdvt-ingrid-calame-22672,"(4576, 4719)",3.0,"[3, 0]"
178.0,100.0,[rogelio polesello],"[1939, 2099]",[rogelio polesello],"[1939, 2014]",1,googleart_m0t5fn6x,moma_mdvt-rogelio-polesello-4666,"(4697, 9590)",5.0,"[0, 85]"
179.0,100.0,[ali talib],"[1944, 2099]",[ali],"[1956, 2099]",0,googleart_m0vs9qyx,moma_mdvt-ali-6837,"(4832, 422)",4.0,"[12, 0]"
180.0,84.0,[jong gu lee],"[1954, 2099]",[lee jong-ok],"[1971, 2099]",0,googleart_m0vs9t46,moma_mdvt-lee-jong-ok-29742,"(4841, 6595)",51.0,"[17, 0]"
181.0,86.0,[lu yang],"[1984, 2099]",[li yang],"[1959, 2099]",0,googleart_m0vs9tks,moma_mdvt-li-yang-44329,"(4844, 6703)",0.0,"[25, 0]"
99.0,100.0,"[manuel rivera, manuel rivera hernández]","[1927, 1995]",[manuel rivera],"[1927, 1994]",1,googleart_m0vs9tq6,moma_mdvt-manuel-rivera-4943,"(1518, 7102)",26.0,"[0, 1]"
182.0,86.0,[brk],"[2014.0, 2014.0]",[björk],"[1965, 2099]",0,googleart_t218rckd2ks,moma_mdvt-björk-38789,"(4917, 1252)",3.0,"[49.0, 85.0]"
183.0,100.0,[billy],"[2014.0, 2014.0]",[billy apple],"[1935, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-apple-38257,"(4922, 1233)",1.0,"[79.0, 85.0]"
184.0,100.0,[billy],"[2014.0, 2014.0]",[billy squier],"[1950, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-squier-47844,"(4922, 1236)",1.0,"[64.0, 85.0]"
185.0,100.0,[billy],"[2014.0, 2014.0]",[billy sullivan],"[1946, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-sullivan-8377,"(4922, 1237)",7.0,"[68.0, 85.0]"
186.0,100.0,[billy],"[2014.0, 2014.0]",[billy woodberry],"[1950, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-woodberry-69597,"(4922, 1238)",1.0,"[64.0, 85.0]"
187.0,100.0,[billy],"[2014.0, 2014.0]",[billy childish],"[1959, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-childish-46872,"(4922, 1234)",1.0,"[55.0, 85.0]"
188.0,100.0,[billy],"[2014.0, 2014.0]",[billy al bengston],"[1934, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-al-bengston-472,"(4922, 1232)",23.0,"[80.0, 85.0]"
189.0,100.0,[billy],"[2014.0, 2014.0]",[billy name],"[1940, 2099]",0,googleart_t218rckd533,moma_mdvt-billy-name-46786,"(4922, 1235)",1.0,"[74.0, 85.0]"
191.0,100.0,[chu],"[2012.0, 2013.0]",[anne chu],"[1959, 2016]",0,googleart_t218rckdgwb,moma_mdvt-anne-chu-27154,"(4946, 657)",8.0,"[53.0, 3.0]"
190.0,100.0,[chu],"[2012.0, 2013.0]",[robin chu],"[1951, 2099]",0,googleart_t218rckdgwb,moma_mdvt-robin-chu-6608,"(4946, 9558)",6.0,"[61.0, 86.0]"
199.0,100.0,[don],"[2011.0, 2014.0]",[don nice],"[1932, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-nice-4290,"(4971, 2464)",7.0,"[79.0, 85.0]"
198.0,100.0,[don],"[2011.0, 2014.0]",[don hunstein],"[1928, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-hunstein-47175,"(4971, 2463)",6.0,"[83.0, 85.0]"
197.0,100.0,[don],"[2011.0, 2014.0]",[don hogan charles/the new york times],"[1938, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-hogan-charles/the-new-york-times-8524,"(4971, 2462)",6.0,"[73.0, 85.0]"
196.0,100.0,[don],"[2011.0, 2014.0]",[don eddy],"[1944, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-eddy-1678,"(4971, 2461)",8.0,"[67.0, 85.0]"
200.0,100.0,[don],"[2011.0, 2014.0]",[don rodan],"[1950, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-rodan-6831,"(4971, 2466)",6.0,"[61.0, 85.0]"
194.0,100.0,[don],"[2011.0, 2014.0]",[don brown],"[1962, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-brown-7541,"(4971, 2458)",9.0,"[49.0, 85.0]"
193.0,100.0,[don],"[2011.0, 2014.0]",[don argott],"[1972, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-argott-44595,"(4971, 2457)",6.0,"[39.0, 85.0]"
192.0,100.0,[don],"[2011.0, 2014.0]",[don wight],"[1924, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-wight-6359,"(4971, 2469)",6.0,"[87.0, 85.0]"
195.0,100.0,[don],"[2011.0, 2014.0]",[don doe],"[1963, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-doe-28610,"(4971, 2459)",7.0,"[48.0, 85.0]"
201.0,100.0,[don],"[2011.0, 2014.0]",[don roos],"[1955, 2099]",0,googleart_t218rckdwm4,moma_mdvt-don-roos-41846,"(4971, 2467)",6.0,"[56.0, 85.0]"
203.0,100.0,[enzo],"[2010.0, 2011.0]",[enzo mari],"[1932, 2099]",0,googleart_t218rckf0_h,moma_mdvt-enzo-mari-3766,"(4983, 2910)",2.0,"[78.0, 88.0]"
202.0,100.0,[enzo],"[2010.0, 2011.0]",[enzo cucchi],"[1949, 2099]",0,googleart_t218rckf0_h,moma_mdvt-enzo-cucchi-1323,"(4983, 2909)",4.0,"[61.0, 88.0]"
204.0,100.0,[grito],"[2001.0, 2001.0]",[el ultimo grito],"[1997, 2099]",0,googleart_t218rckf5t_,moma_mdvt-el-ultimo-grito-32717,"(5000, 2745)",5.0,"[4.0, 98.0]"
205.0,100.0,[kram],"[2004.0, 2011.0]",[reed kram],"[1971, 2099]",0,googleart_t218rckfxpf,moma_mdvt-reed-kram-30965,"(5050, 9129)",5.0,"[33.0, 88.0]"
206.0,100.0,[kram],"[2004.0, 2011.0]",[kram/weisshaar],"[2002, 2099]",0,googleart_t218rckfxpf,moma_mdvt-kram/weisshaar-36091,"(5050, 6444)",5.0,"[2.0, 88.0]"
207.0,100.0,[lister],"[1979, 2099]",[ardele lister],"[1950, 2099]",0,googleart_t218rckg16c,moma_mdvt-ardele-lister-34816,"(5057, 791)",4.0,"[29, 0]"
208.0,100.0,[mar],"[2001.0, 2014.0]",[mar jean kettunen],"[1926, 2099]",0,googleart_t218rckg77m,moma_mdvt-mar-jean-kettunen-3076,"(5066, 7111)",10.0,"[75.0, 85.0]"
211.0,100.0,[nina],"[2013.0, 2014.0]",[nina rosenblum],"[1955, 2099]",0,googleart_t218rckghgd,moma_mdvt-nina-rosenblum-42714,"(5087, 8202)",3.0,"[58.0, 85.0]"
212.0,100.0,[nina],"[2013.0, 2014.0]",[nina lola bachhuber],"[1971, 2099]",0,googleart_t218rckghgd,moma_mdvt-nina-lola-bachhuber-28551,"(5087, 8201)",4.0,"[42.0, 85.0]"
209.0,100.0,[nina],"[2013.0, 2014.0]",[nina bovasso],"[1965, 2099]",0,googleart_t218rckghgd,moma_mdvt-nina-bovasso-31697,"(5087, 8199)",4.0,"[48.0, 85.0]"
210.0,100.0,[nina],"[2013.0, 2014.0]",[nina serrano],"[1934, 2099]",0,googleart_t218rckghgd,moma_mdvt-nina-serrano-43063,"(5087, 8203)",3.0,"[79.0, 85.0]"
213.0,100.0,[ned],"[2007.0, 2014.0]",[ned sublette],"[1951, 2099]",0,googleart_t218rckgkg0,moma_mdvt-ned-sublette-47852,"(5093, 8083)",72.0,"[56.0, 85.0]"
214.0,100.0,[ned],"[2007.0, 2014.0]",[ned truss],"[1939, 2099]",0,googleart_t218rckgkg0,moma_mdvt-ned-truss-6797,"(5093, 8084)",72.0,"[68.0, 85.0]"
215.0,100.0,[roma],"[2004.0, 2014.0]",[thomas roma],"[1950, 2099]",0,googleart_t218rckh8v3,moma_mdvt-thomas-roma-5006,"(5128, 10642)",7.0,"[54.0, 85.0]"
216.0,100.0,[sam],"[1958, 2099]",[sam hecht],"[1969, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-hecht-22582,"(5139, 9829)",4.0,"[11, 0]"
217.0,100.0,[sam],"[1958, 2099]",[sam salisbury],"[1977, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-salisbury-28787,"(5139, 9837)",6.0,"[19, 0]"
218.0,100.0,[sam],"[1958, 2099]",[sam lewitt],"[1981, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-lewitt-46637,"(5139, 9832)",4.0,"[23, 0]"
219.0,100.0,[sam],"[1958, 2099]",[sam watters],"[1954, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-watters-28849,"(5139, 9843)",5.0,"[4, 0]"
226.0,100.0,[sam],"[1958, 2099]",[sam scheinberg],"[1941, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-scheinberg-29240,"(5139, 9838)",4.0,"[17, 0]"
221.0,100.0,[sam],"[1958, 2099]","[sam medical products, a division of the seaberg company, inc.]","[1985, 2099]",0,googleart_t218rckhfc8,"moma_mdvt-sam-medical-products,-a-division-of-the-seaberg-company,-inc.-27993","(5139, 9834)",4.0,"[27, 0]"
222.0,100.0,[sam],"[1958, 2099]",[sam mendes],"[1965, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-mendes-45684,"(5139, 9835)",4.0,"[7, 0]"
223.0,100.0,[sam],"[1958, 2099]",[sam taylor-wood],"[1967, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-taylor-wood-7550,"(5139, 9841)",4.0,"[9, 0]"
224.0,100.0,[sam],"[1958, 2099]",[sam szafran],"[1934, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-szafran-5761,"(5139, 9840)",4.0,"[24, 0]"
225.0,100.0,[sam],"[1958, 2099]",[sam raimi],"[1959, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-raimi-41850,"(5139, 9836)",4.0,"[1, 0]"
220.0,100.0,[sam],"[1958, 2099]",[sam shepard],"[1943, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-shepard-32204,"(5139, 9839)",4.0,"[15, 0]"
227.0,100.0,[sam],"[1958, 2099]",[sam gilliam],"[1933, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-gilliam-2161,"(5139, 9826)",8.0,"[25, 0]"
229.0,100.0,[sam],"[1958, 2099]",[sam durant],"[1961, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-durant-33965,"(5139, 9823)",6.0,"[3, 0]"
228.0,100.0,[sam],"[1958, 2099]",[sam gordon],"[1973, 2099]",0,googleart_t218rckhfc8,moma_mdvt-sam-gordon-28644,"(5139, 9828)",5.0,"[15, 0]"
231.0,100.0,[san],"[2008.0, 2013.0]",[rael san fratello],"[2002, 2099]",0,googleart_t218rckhfyb,moma_mdvt-rael-san-fratello-49453,"(5142, 8996)",6.0,"[6.0, 86.0]"
230.0,100.0,[san],"[2008.0, 2013.0]",[virginia san fratello],"[1971, 2099]",0,googleart_t218rckhfyb,moma_mdvt-virginia-san-fratello-49889,"(5142, 11056)",6.0,"[37.0, 86.0]"
233.0,100.0,[seth],"[2006.0, 2015.0]",[seth tobocman],"[1958, 2099]",0,googleart_t218rckhkgy,moma_mdvt-seth-tobocman-7098,"(5149, 10003)",25.0,"[48.0, 84.0]"
232.0,100.0,[seth],"[2006.0, 2015.0]",[seth price],"[1973, 2099]",0,googleart_t218rckhkgy,moma_mdvt-seth-price-32690,"(5149, 10002)",26.0,"[33.0, 84.0]"
235.0,100.0,[tone],"[2009.0, 2014.0]",[yasunao tone],"[1935, 2099]",0,googleart_t218rckj0f5,moma_mdvt-yasunao-tone-36959,"(5174, 11523)",6.0,"[74.0, 85.0]"
234.0,100.0,[tone],"[2009.0, 2014.0]",[tone vigeland],"[1938, 2099]",0,googleart_t218rckj0f5,moma_mdvt-tone-vigeland-6619,"(5174, 10778)",4.0,"[71.0, 85.0]"
236.0,100.0,[zadok],"[2014.0, 2014.0]",[zadok ben-david],"[1949, 2099]",0,googleart_t218rckj96t,moma_mdvt-zadok-ben-david-40912,"(5185, 11607)",6.0,"[65.0, 85.0]"
237.0,86.0,[does],"[2004.0, 2011.0]",[dos],"[1985, 2099]",0,googleart_t218tpdj9vn,moma_mdvt-dos-47620,"(5223, 2521)",5.0,"[19.0, 88.0]"
238.0,100.0,[momo],"[2004.0, 2012.0]",[sahlan momo],"[1944, 2099]",0,googleart_t218tpdkcc6,moma_mdvt-sahlan-momo-4055,"(5233, 9809)",22.0,"[60.0, 87.0]"
241.0,100.0,[boris],"[2012.0, 2013.0]",[boris frumin],"[1946, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-frumin-48092,"(5265, 1300)",4.0,"[66.0, 86.0]"
242.0,100.0,[boris],"[2012.0, 2013.0]",[boris bućan],"[1947, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-bućan-840,"(5265, 1299)",4.0,"[65.0, 86.0]"
243.0,100.0,[boris],"[2012.0, 2013.0]",[boris berlin],"[1953, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-berlin-26840,"(5265, 1298)",4.0,"[59.0, 86.0]"
244.0,100.0,[boris],"[2012.0, 2013.0]",[boris orlov],"[1941, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-orlov-40513,"(5265, 1306)",4.0,"[71.0, 86.0]"
239.0,100.0,[boris],"[2012.0, 2013.0]",[boris lurie],"[1924, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-lurie-3642,"(5265, 1301)",4.0,"[88.0, 86.0]"
240.0,100.0,[boris],"[2012.0, 2013.0]",[boris yaro],"[1938, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-yaro-6919,"(5265, 1307)",4.0,"[74.0, 86.0]"
245.0,100.0,[boris],"[2012.0, 2013.0]",[boris mikhailov],"[1938, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-mikhailov-8168,"(5265, 1304)",4.0,"[74.0, 86.0]"
246.0,100.0,[boris],"[2012.0, 2013.0]",[boris manner],"[1961, 2099]",0,googleart_t2194x6q9tz,moma_mdvt-boris-manner-30983,"(5265, 1302)",4.0,"[51.0, 86.0]"
247.0,100.0,[diamond],"[2012.0, 2012.0]",[stuart diamond],"[1942, 2099]",0,googleart_t2194x6s3kt,moma_mdvt-stuart-diamond-1526,"(5274, 10351)",4.0,"[70.0, 87.0]"
248.0,100.0,[diamond],"[2012.0, 2012.0]",[bob diamond],"[1946, 2099]",0,googleart_t2194x6s3kt,moma_mdvt-bob-diamond-68290,"(5274, 1267)",4.0,"[66.0, 87.0]"
251.0,100.0,[diamond],"[2012.0, 2012.0]",[sara diamond],"[1954, 2099]",0,googleart_t2194x6s3kt,moma_mdvt-sara-diamond-35618,"(5274, 9890)",4.0,"[58.0, 87.0]"
250.0,100.0,[diamond],"[2012.0, 2012.0]",[martha diamond],"[1944, 2099]",0,googleart_t2194x6s3kt,moma_mdvt-martha-diamond-1525,"(5274, 7381)",4.0,"[68.0, 87.0]"
249.0,100.0,[diamond],"[2012.0, 2012.0]",[jessica diamond],"[1957, 2099]",0,googleart_t2194x6s3kt,moma_mdvt-jessica-diamond-25977,"(5274, 5323)",4.0,"[55.0, 87.0]"
252.0,100.0,[fred le chevalier],"[2012.0, 2014.0]",[fred],"[1956, 2099]",0,googleart_t2194x6tf41,moma_mdvt-fred-6838,"(5288, 3442)",9.0,"[56.0, 85.0]"
253.0,100.0,[mori],"[2014.0, 2014.0]",[mariko mori],"[1967, 2099]",0,googleart_t2194x6ynxh,moma_mdvt-mariko-mori-8123,"(5322, 7263)",3.0,"[47.0, 85.0]"
254.0,100.0,[oz],"[1950, 2014]",[frank oz],"[1944, 2099]",0,googleart_t2194x6zy1b,moma_mdvt-frank-oz-41873,"(5336, 3375)",4.0,"[6, 85]"
255.0,100.0,[steiner],"[2006.0, 2006.0]",[ron steiner],"[1952, 2099]",0,googleart_t2194x7221t,moma_mdvt-ron-steiner-7579,"(5356, 9665)",1.0,"[54.0, 93.0]"
257.0,100.0,[steiner],"[2006.0, 2006.0]",[a.l. steiner],"[1967, 2099]",0,googleart_t2194x7221t,moma_mdvt-a.l.-steiner-44274,"(5356, 18)",1.0,"[39.0, 93.0]"
256.0,100.0,[steiner],"[2006.0, 2006.0]",[michael steiner],"[1942, 2099]",0,googleart_t2194x7221t,moma_mdvt-michael-steiner-5629,"(5356, 7764)",1.0,"[64.0, 93.0]"
