,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wiki+googleart+wga+meisterwerke+moma","artist_id_artuk","Unnamed: 9","Unnamed: 10","Unnamed: 11"
487,100,"[kensett, john frederick]","[1816, 1872]","[kensett, john frederick]","[1818, 1873]","True","wga_kensett, john frederick, (1816-1872)","artuk_kensett, john frederick, (1818-1873)",,,
488,100,"[kessel, jan van]","[1641, 1680]","[van kessel the elder, jan]","[1626, 1679]",0,"wga_kessel, jan van, (1641-1680)","artuk_van kessel the elder, jan, (1626-1679)",,,
489,100,"[kessel, jan van]","[1641, 1680]","[van kessel the elder, jan]","[1601, 1678]",0,"wga_kessel, jan van, (1641-1680)","van kessel the elder, jan, (1601-1678)",,,
490,100,"[kessel, jan van]","[1641, 1680]","[van kessel the younger, jan]","[1654, 1708]",0,"wga_kessel, jan van, (1641-1680)","artuk_van kessel the younger, jan, (1654-1708)",,,
491,100,"[kneller, sir godfrey]","[1646, 1723]","[kneller, godfrey]","[1645, 1700]","True","wga_kneller, sir godfrey, (1646-1723)","kneller, godfrey, (1645-1700)",,,
492,100,"[kneller, sir godfrey]","[1646, 1723]","[godfrey]","[1720.0, 1720.0]",0,"wga_kneller, sir godfrey, (1646-1723)","artuk_godfrey",,,
493,100,"[la thangue, henry herbert]","[1859, 1929]","[herbert]","[1826.0, 1982.0]",0,"wga_la thangue, henry herbert, (1859-1929)","artuk_herbert",,,
494,100,"[landseer, sir edwin henry]","[1802, 1873]","[landseer, edwin henry]","[1798, 1879]","True","wga_landseer, sir edwin henry, (1802-1873)","landseer, edwin henry, (1798-1879)",,,
495,100,"[langetti, giovanni battista]","[1635, 1676]","[langetti, giovanni battista]","[1603, 1678]","True","wga_langetti, giovanni battista, (1635-1676)","langetti, giovanni battista, (1603-1678)",,,
496,100,"[lawrence, sir thomas]","[1769, 1830]","[lawrence, thomas]","[1782, 1847]","True","wga_lawrence, sir thomas, (1769-1830)","lawrence, thomas, (1782-1847)",,,
497,100,"[lawrence, sir thomas]","[1769, 1830]","[lawrence, thomas]","[1802, 1845]","True","wga_lawrence, sir thomas, (1769-1830)","lawrence, thomas, (1802-1845)",,,
498,100,"[lecomte, hippolyte]","[1781, 1857]","[lecomte, hippolyte]","[1788, 1848]","True","wga_lecomte, hippolyte, (1781-1857)","lecomte, hippolyte, (1788-1848)",,,
499,100,"[lee, frederick richard]","[1798, 1879]","[richard, frederick]","[1800, 1850]",0,"wga_lee, frederick richard, (1798-1879)","artuk_richard, frederick, (active 1800-1850)",,,
500,100,"[lefèvre, robert]","[1755, 1830]","[lefèvre]","[1750, 1780]","True","wga_lefèvre, robert, (1755-1830)","artuk_lefèvre, (active 1750-1780)",,,
501,100,"[lely, sir peter]","[1618, 1680]","[lely, peter]","[1633, 1699]","True","wga_lely, sir peter, (1618-1680)","lely, peter, (1633-1699)",,,
502,100,"[lingelbach, johannes]","[1622, 1674]","[lingelbach, johannes]","[1635, 1684]","True","wga_lingelbach, johannes, (1622-1674)","lingelbach, johannes, (1635-1684)",,,
503,100,"[lippi, fra filippo]","[1406, 1469]","[lippi, filippo]","[1422, 1457]",0,"wga_lippi, fra filippo, (1406-1469)","lippi, filippo, (1422-1457)",,,
504,100,"[maineri, gian francesco]","[1460, 1535]","[de maineri, gian francesco]","[1489, 1506]",0,"wga_maineri, gian francesco, (1460-1535)","artuk_de maineri, gian francesco, (active 1489-1506)",,,
505,100,"[maineri, gian francesco]","[1460, 1535]","[de maineri, gian francesco, active]","[1459, 1535]","True","wga_maineri, gian francesco, (1460-1535)","de maineri, gian francesco, active, (1459-1535)",,,
506,100,"[maitland, paul]","[1863, 1909]","[paul, paul]","[1865, 1937]",0,"wga_maitland, paul, (1863-1909)","artuk_paul, paul, (1865-1937)",,,
507,100,"[marshall, benjamin]","[1768, 1835]","[marshall]","[1840.0, 1840.0]",0,"wga_marshall, benjamin, (1768-1835)","artuk_marshall",,,
508,100,"[martin, david]","[1737, 1798]","[martin, david]","[1737, 1797]","True","wga_martin, david, (1737-1798)","artuk_martin, david, (1737-1797)",,,
509,100,"[martin, david]","[1737, 1798]","[martin, david]","[1749, 1819]","True","wga_martin, david, (1737-1798)","martin, david, (1749-1819)",,,
510,100,"[martin, john]","[1789, 1854]","[john]","[1800.0, 1800.0]",0,"wga_martin, john, (1789-1854)","artuk_john",,,
511,100,"[martin, john]","[1789, 1854]","[martin]","[1857.0, 1857.0]",0,"wga_martin, john, (1789-1854)","artuk_martin",,,
512,100,"[master of alkmaar]","[1500, 1515]","[master of alkmaar]","[1524, 1524]","True","wga_master of alkmaar, (1500-1515)","artuk_master of alkmaar, (d.1524)",,,
513,100,"[master of alkmaar]","[1500, 1515]","[master of]","[1515.0, 1518.0]",0,"wga_master of alkmaar, (1500-1515)","master of, (b.16)",,,
514,100,"[master of female half-lengths]","[1530, 1540]","[master of]","[1515.0, 1518.0]",0,"wga_master of female half-lengths, (1530-1540)","master of, (b.16)",,,
515,100,"[master of female half-lengths]","[1530, 1540]","[master of the female half-lengths]","[1525, 1550]","True","wga_master of female half-lengths, (1530-1540)","artuk_master of the female half-lengths, (active 1525-1550)",,,
516,100,"[master of frankfurt]","[1460, 1533]","[master of]","[1515.0, 1518.0]",0,"wga_master of frankfurt, (1460-1533)","master of, (b.16)",,,
517,100,"[master of hoogstraeten]","[1490, 1530]","[master of hoogstraeten]","[1500, 1500]","True","wga_master of hoogstraeten, (1490-1530)","master of hoogstraeten, (b.1500)",,,
518,100,"[master of hoogstraeten]","[1490, 1530]","[master of]","[1515.0, 1518.0]",0,"wga_master of hoogstraeten, (1490-1530)","master of, (b.16)",,,
519,100,"[master of marradi]","[1490, 1490]","[master of]","[1515.0, 1518.0]",0,"wga_master of marradi, (1490-1490)","master of, (b.16)",,,
520,100,"[master of marradi]","[1490, 1490]","[master of marradi]","[1480, 1500]","True","wga_master of marradi, (1490-1490)","artuk_master of marradi, (active 1480-1500)",,,
521,100,"[master of moulins]","[1480, 1500]","[master of moulins]","[1475, 1505]","True","wga_master of moulins, (1480-1500)","artuk_master of moulins, (active 1475-1505)",,,
522,100,"[master of moulins]","[1480, 1500]","[master of]","[1515.0, 1518.0]",0,"wga_master of moulins, (1480-1500)","master of, (b.16)",,,
523,100,"[master of san miniato]","[1460, 1480]","[master of]","[1515.0, 1518.0]",0,"wga_master of san miniato, (1460-1480)","master of, (b.16)",,,
524,100,"[master of the castello nativity]","[1445, 1475]","[master of the castello nativity]","[1450.0, 1465.0]","True","wga_master of the castello nativity, (1445-1475)","master of the castello nativity, (b.15)",,,
525,100,"[master of the castello nativity]","[1445, 1475]","[master of]","[1515.0, 1518.0]",0,"wga_master of the castello nativity, (1445-1475)","master of, (b.16)",,,
526,100,"[master of the legend of saint barbara]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"wga_master of the legend of saint barbara, (1470-1500)","master of, (b.16)",,,
527,100,"[master of the legend of saint catherine]","[1470, 1500]","[master of the legend of saint catherine]","[1475, 1500]","True","wga_master of the legend of saint catherine, (1470-1500)","artuk_master of the legend of saint catherine, (active 1475-1500)",,,
528,100,"[master of the legend of saint catherine]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"wga_master of the legend of saint catherine, (1470-1500)","master of, (b.16)",,,
529,100,"[master of the legend of saint lucy]","[1480, 1510]","[master of]","[1515.0, 1518.0]",0,"wga_master of the legend of saint lucy, (1480-1510)","master of, (b.16)",,,
530,100,"[master of the legend of saint lucy]","[1480, 1510]","[master of the legend of saint lucy]","[1475, 1505]","True","wga_master of the legend of saint lucy, (1480-1510)","artuk_master of the legend of saint lucy, (active 1475-1505)",,,
531,100,"[master of the life of the virgin]","[1463, 1480]","[master of]","[1515.0, 1518.0]",0,"wga_master of the life of the virgin, (1463-1480)","master of, (b.16)",,,
532,100,"[master of the prodigal son]","[1530, 1560]","[master of]","[1515.0, 1518.0]",0,"wga_master of the prodigal son, (1530-1560)","master of, (b.16)",,,
533,100,"[master of the virgo inter virgines]","[1470, 1500]","[master of the virgo inter virgines]","[1480, 1500]","True","wga_master of the virgo inter virgines, (1470-1500)","artuk_master of the virgo inter virgines, (active 1480-1500)",,,
534,100,"[master of the virgo inter virgines]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"wga_master of the virgo inter virgines, (1470-1500)","master of, (b.16)",,,
535,100,"[may, edward harrison]","[1824, 1887]","[harrison]","[1819.0, 1887.0]",0,"wga_may, edward harrison, (1824-1887)","artuk_harrison",,,
536,100,"[merck, jacob fransz. van der]","[1610, 1664]","[van der merck, jacob fransz.]","[1590, 1656]","True","wga_merck, jacob fransz. van der, (1610-1664)","van der merck, jacob fransz., (1590-1656)",,,
537,100,"[miel, jan]","[1599, 1663]","[miel, jan]","[1615, 1675]","True","wga_miel, jan, (1599-1663)","miel, jan, (1615-1675)",,,
538,100,"[miereveld, michiel jansz. van]","[1567, 1641]","[van miereveld, michiel jansz.]","[1596, 1623]","True","wga_miereveld, michiel jansz. van, (1567-1641)","van miereveld, michiel jansz., (1596-1623)",,,
539,100,"[millais, sir john everett]","[1829, 1896]","[millais, john everett]","[1828, 1899]","True","wga_millais, sir john everett, (1829-1896)","millais, john everett, (1828-1899)",,,
540,100,"[millais, sir john everett]","[1829, 1896]","[millais, john everett]","[1841, 1913]","True","wga_millais, sir john everett, (1829-1896)","millais, john everett, (1841-1913)",,,
541,100,"[momper, joos de]","[1564, 1634]","[de momper the younger, joos]","[1568, 1625]",0,"wga_momper, joos de, (1564-1634)","de momper the younger, joos, (1568-1625)",,,
542,100,"[momper, joos de]","[1564, 1634]","[de momper the younger, joos]","[1564, 1635]",0,"wga_momper, joos de, (1564-1634)","artuk_de momper the younger, joos, (1564-1635)",,,
543,100,"[morland, george]","[1763, 1804]","[morland, george]","[1750, 1807]","True","wga_morland, george, (1763-1804)","morland, george, (1750-1807)",,,
544,100,"[morrice, james wilson]","[1865, 1924]","[wilson, james]","[1842, 1883]",0,"wga_morrice, james wilson, (1865-1924)","artuk_wilson, james, (active 1842-1883)",,,
545,100,"[morris, william]","[1834, 1896]","[morris, william]","[1833, 1898]","True","wga_morris, william, (1834-1896)","morris, william, (1833-1898)",,,
546,100,"[morris, william]","[1834, 1896]","[morris, william walker]","[1832, 1867]",0,"wga_morris, william, (1834-1896)","artuk_morris, william walker, (1832-1867)",,,
547,100,"[morris, william]","[1834, 1896]","[morris, william bright]","[1844, 1912]",0,"wga_morris, william, (1834-1896)","artuk_morris, william bright, (1844-1912)",,,
548,100,"[neeffs, peeter the elder]","[1578, 1656]","[neeffs the elder, peeter]","[1614, 1652]","True","wga_neeffs, peeter the elder, (1578-1656)","neeffs the elder, peeter, (1614-1652)",,,
549,100,"[neeffs, peeter the elder]","[1578, 1656]","[neeffs the elder, peeter]","[1578, 1661]","True","wga_neeffs, peeter the elder, (1578-1656)","artuk_neeffs the elder, peeter, (1578-1661)",,,
550,100,"[niccolò di pietro gerini]","[1366, 1415]","[niccolò di pietro]","[1394, 1440]",0,"wga_niccolò di pietro gerini, (1366-1415)","artuk_niccolò di pietro, (active 1394-1440)",,,
551,100,"[niccolò di pietro gerini]","[1366, 1415]","[gerini, niccolò di pietro]","[1368, 1415]","True","wga_niccolò di pietro gerini, (1366-1415)","artuk_gerini, niccolò di pietro, (active 1368-1415)",,,
552,100,"[niccolò di pietro]","[1394, 1440]","[gerini, niccolò di pietro]","[1368, 1415]","True","wga_niccolò di pietro, (1394-1440)","artuk_gerini, niccolò di pietro, (active 1368-1415)",,,
553,100,"[nomé, françois de]","[1593, 1644]","[de nomé, françois, –after]","[1590, 1652]","True","wga_nomé, françois de, (1593-1644)","de nomé, françois, –after, (1590-1652)",,,
554,100,"[norie, james]","[1684, 1757]","[norie, james]","[1711, 1736]","True","wga_norie, james, (1684-1757)","norie, james, (1711-1736)",,,
555,100,"[opie, john]","[1761, 1807]","[john]","[1800.0, 1800.0]",0,"wga_opie, john, (1761-1807)","artuk_john",,,
556,100,"[opie, john]","[1761, 1807]","[opie, john]","[1755, 1834]","True","wga_opie, john, (1761-1807)","opie, john, (1755-1834)",,,
557,100,"[opie, john]","[1761, 1807]","[opie, john]","[1747, 1801]","True","wga_opie, john, (1761-1807)","opie, john, (1747-1801)",,,
558,100,"[pater, jean baptiste joseph]","[1695, 1736]","[pater, jean-baptiste]","[1696, 1754]","True","wga_pater, jean baptiste joseph, (1695-1736)","pater, jean-baptiste, (1696-1754)",,,
559,100,"[pier francesco fiorentino]","[1444, 1497]","[pier francesco fiorentino, –after]","[1410, 1487]","True","wga_pier francesco fiorentino, (1444-1497)","pier francesco fiorentino, –after, (1410-1487)",,,
560,100,"[platzer, johann georg]","[1704, 1761]","[platzer, johann georg]","[1677, 1747]","True","wga_platzer, johann georg, (1704-1761)","platzer, johann georg, (1677-1747)",,,
561,100,"[poelenburgh, cornelis van]","[1594, 1667]","[van poelenburgh, cornelis]","[1618, 1652]","True","wga_poelenburgh, cornelis van, (1594-1667)","van poelenburgh, cornelis, (1618-1652)",,,
562,100,"[pollaiuolo, antonio del]","[1431, 1498]","[del pollaiuolo, antonio]","[1432, 1498]","True","wga_pollaiuolo, antonio del, (1431-1498)","artuk_del pollaiuolo, antonio, (1432-1498)",,,
563,100,"[pollaiuolo, antonio del]","[1431, 1498]","[del pollaiuolo, antonio]","[1441, 1496]","True","wga_pollaiuolo, antonio del, (1431-1498)","del pollaiuolo, antonio, (1441-1496)",,,
564,100,"[poussin, nicolas]","[1594, 1665]","[poussin, nicolas]","[1590, 1661]","True","wga_poussin, nicolas, (1594-1665)","poussin, nicolas, (1590-1661)",,,
565,100,"[poussin, nicolas]","[1594, 1665]","[poussin, nicolas]","[1615, 1673]","True","wga_poussin, nicolas, (1594-1665)","poussin, nicolas, (1615-1673)",,,
566,100,"[pérez, bartolomé]","[1634, 1693]","[pérez, bartolomé]","[1614, 1676]","True","wga_pérez, bartolomé, (1634-1693)","pérez, bartolomé, (1614-1676)",,,
567,100,"[reinagle, philip]","[1749, 1833]","[reinagle, george philip]","[1802, 1835]",0,"wga_reinagle, philip, (1749-1833)","artuk_reinagle, george philip, (1802-1835)",,,
568,100,"[reinagle, ramsay richard]","[1775, 1862]","[reinagle, ramsay richard]","[1776, 1837]",0,"wga_reinagle, ramsay richard, (1775-1862)","reinagle, ramsay richard, (1776-1837)",,,
569,100,"[ricci, marco]","[1676, 1730]","[ricci, marco]","[1659, 1734]","True","wga_ricci, marco, (1676-1730)","ricci, marco, (1659-1734)",,,
570,100,"[rigaud, john francis]","[1742, 1810]","[john]","[1800.0, 1800.0]",0,"wga_rigaud, john francis, (1742-1810)","artuk_john",,,
571,100,"[riley, john]","[1646, 1691]","[riley, john]","[1660, 1711]","True","wga_riley, john, (1646-1691)","riley, john, (1660-1711)",,,
572,100,"[romney, george]","[1734, 1802]","[romney, george]","[1733, 1768]","True","wga_romney, george, (1734-1802)","romney, george, (1733-1768)",,,
573,100,"[rossetti, dante gabriel]","[1828, 1882]","[rossetti, dante gabriel]","[1821, 1893]","True","wga_rossetti, dante gabriel, (1828-1882)","rossetti, dante gabriel, (1821-1893)",,,
574,100,"[rottenhammer, hans i]","[1564, 1625]","[rottenhammer, hans i]","[1568, 1625]","True","wga_rottenhammer, hans i, (1564-1625)","rottenhammer, hans i, (1568-1625)",,,
575,100,"[rousseau, théodore]","[1812, 1867]","[rousseau, théodore]","[1811, 1889]","True","wga_rousseau, théodore, (1812-1867)","rousseau, théodore, (1811-1889)",,,
576,100,"[rubens, peter paul]","[1577, 1640]","[rubens, peter paul]","[1579, 1657]","True","wga_rubens, peter paul, (1577-1640)","rubens, peter paul, (1579-1657)",,,
577,100,"[rubens, peter paul]","[1577, 1640]","[rubens, peter paul]","[1568, 1625]","True","wga_rubens, peter paul, (1577-1640)","rubens, peter paul, (1568-1625)",,,
578,100,"[russell, john]","[1745, 1806]","[john]","[1800.0, 1800.0]",0,"wga_russell, john, (1745-1806)","artuk_john",,,
579,100,"[sartorius, john nost]","[1759, 1828]","[john]","[1800.0, 1800.0]",0,"wga_sartorius, john nost, (1759-1828)","artuk_john",,,
580,100,"[scott, samuel]","[1702, 1772]","[scott, samuel]","[1700, 1765]","True","wga_scott, samuel, (1702-1772)","scott, samuel, (1700-1765)",,,
581,100,"[scott, william bell]","[1811, 1890]","[scott]","[1850.0, 1850.0]",0,"wga_scott, william bell, (1811-1890)","artuk_scott",,,
582,100,"[seddon, thomas iii]","[1821, 1856]","[thomas]","[1862.0, 1862.0]",0,"wga_seddon, thomas iii, (1821-1856)","artuk_thomas",,,
583,100,"[seddon, thomas iii]","[1821, 1856]","[thomas, thomas]","[1854, 1896]",0,"wga_seddon, thomas iii, (1821-1856)","artuk_thomas, thomas, (active 1854-1896)",,,
584,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1695, 1745]","True","wga_seeman, enoch, (1694-1744)","seeman the younger, enoch, (1695-1745)",,,
585,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1751, 1751]","True","wga_seeman, enoch, (1694-1744)","seeman the younger, enoch, (b.1751)",,,
586,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1694, 1745]","True","wga_seeman, enoch, (1694-1744)","artuk_seeman the younger, enoch, (1694-1745)",,,
587,100,"[serres, dominic]","[1722, 1793]","[serres, dominic]","[1726, 1770]","True","wga_serres, dominic, (1722-1793)","serres, dominic, (1726-1770)",,,
588,100,"[shee, sir martin archer]","[1769, 1850]","[martin]","[1857.0, 1857.0]",0,"wga_shee, sir martin archer, (1769-1850)","artuk_martin",,,
589,100,"[signac, paul]","[1863, 1935]","[paul, paul]","[1865, 1937]",0,"wga_signac, paul, (1863-1935)","artuk_paul, paul, (1865-1937)",,,
590,100,"[smart, john]","[1741, 1811]","[smart i of ipswich, john]","[1756, 1813]",0,"wga_smart, john, (1741-1811)","artuk_smart i of ipswich, john, (1756-1813)",,,
591,100,"[smart, john]","[1741, 1811]","[john]","[1800.0, 1800.0]",0,"wga_smart, john, (1741-1811)","artuk_john",,,
592,100,"[smith, george]","[1714, 1776]","[smith, george]","[1717, 1764]","True","wga_smith, george, (1714-1776)","smith, george, (1717-1764)",,,
593,100,"[stanfield, clarkson]","[1793, 1867]","[stanfield, george clarkson]","[1828, 1878]",0,"wga_stanfield, clarkson, (1793-1867)","artuk_stanfield, george clarkson, (1828-1878)",,,
594,100,"[storck, abraham]","[1644, 1708]","[storck, abraham jansz.]","[1630, 1673]","True","wga_storck, abraham, (1644-1708)","storck, abraham jansz., (1630-1673)",,,
595,100,"[stuart, gilbert]","[1755, 1828]","[newton, gilbert stuart]","[1794, 1835]",0,"wga_stuart, gilbert, (1755-1828)","artuk_newton, gilbert stuart, (1794-1835)",,,
596,100,"[sully, thomas]","[1783, 1872]","[thomas]","[1862.0, 1862.0]",0,"wga_sully, thomas, (1783-1872)","artuk_thomas",,,
597,100,"[sérusier, paul]","[1864, 1927]","[paul, paul]","[1865, 1937]",0,"wga_sérusier, paul, (1864-1927)","artuk_paul, paul, (1865-1937)",,,
598,100,"[turner, joseph mallord william]","[1775, 1851]","[turner, william]","[1767, 1831]",0,"wga_turner, joseph mallord william, (1775-1851)","artuk_turner, william, (active 1767-1831)",,,
599,100,"[velde, adriaen van de]","[1636, 1672]","[van de velde, adriaen]","[1633, 1686]","True","wga_velde, adriaen van de, (1636-1672)","van de velde, adriaen, (1633-1686)",,,
600,100,"[velde, adriaen van de]","[1636, 1672]","[van de velde, adriaen]","[1628, 1685]","True","wga_velde, adriaen van de, (1636-1672)","van de velde, adriaen, (1628-1685)",,,
601,100,"[verboeckhoven, eugène-joseph]","[1798, 1881]","[verboeckhoven, eugène joseph]","[1807, 1877]","True","wga_verboeckhoven, eugène-joseph, (1798-1881)","verboeckhoven, eugène joseph, (1807-1877)",,,
602,100,"[verboeckhoven, eugène-joseph]","[1798, 1881]","[verboeckhoven, eugène joseph]","[1818, 1888]","True","wga_verboeckhoven, eugène-joseph, (1798-1881)","verboeckhoven, eugène joseph, (1818-1888)",,,
603,100,"[vivarini, antonio]","[1415, 1476]","[vivarini, antonio]","[1450, 1450]","True","wga_vivarini, antonio, (1415-1476)","vivarini, antonio, (b.1450)",,,
604,100,"[vivarini, antonio]","[1415, 1476]","[vivarini, antonio]","[1415, 1484]","True","wga_vivarini, antonio, (1415-1476)","artuk_vivarini, antonio, (1415-1484)",,,
605,100,"[ward, james]","[1769, 1859]","[ward]","[1830.0, 1830.0]",0,"wga_ward, james, (1769-1859)","artuk_ward",,,
606,100,"[ward, james]","[1769, 1859]","[ward, james]","[1784, 1850]","True","wga_ward, james, (1769-1859)","artuk_ward, james, (1784-1850)",,,
607,100,"[webb, james]","[1825, 1895]","[webb, james]","[1824, 1908]","True","wga_webb, james, (1825-1895)","webb, james, (1824-1908)",,,
608,100,"[webb, james]","[1825, 1895]","[webb]","[1850.0, 1850.0]",0,"wga_webb, james, (1825-1895)","artuk_webb",,,
609,100,"[webber, john]","[1751, 1793]","[john]","[1800.0, 1800.0]",0,"wga_webber, john, (1751-1793)","artuk_john",,,
610,100,"[wilkie, sir david]","[1785, 1841]","[wilkie, david]","[1791, 1842]","True","wga_wilkie, sir david, (1785-1841)","wilkie, david, (1791-1842)",,,
611,100,"[williams, hugh william]","[1773, 1829]","[williams, william]","[1758, 1797]",0,"wga_williams, hugh william, (1773-1829)","artuk_williams, william, (active 1758-1797)",,,
612,100,"[williams, walter]","[1834, 1906]","[williams, walter heath]","[1835, 1906]","True","wga_williams, walter, (1834-1906)","artuk_williams, walter heath, (1835-1906)",,,
613,100,"[williams, walter]","[1834, 1906]","[williams, alfred walter]","[1823, 1905]",0,"wga_williams, walter, (1834-1906)","artuk_williams, alfred walter, (1823-1905)",,,
614,100,"[woodward, thomas]","[1801, 1852]","[thomas]","[1862.0, 1862.0]",0,"wga_woodward, thomas, (1801-1852)","artuk_thomas",,,
615,100,"[wright, joseph]","[1734, 1797]","[wright, joseph]","[1756, 1793]","True","wga_wright, joseph, (1734-1797)","artuk_wright, joseph, (1756-1793)",,,
616,100,"[wyck, jan]","[1644, 1700]","[wyck, jan]","[1645, 1700]","True","wga_wyck, jan, (1644-1700)","artuk_wyck, jan, (1645-1700)",,,
617,100,"[wyck, jan]","[1644, 1700]","[wyck, jan]","[1643, 1699]","True","wga_wyck, jan, (1644-1700)","wyck, jan, (1643-1699)",,,
618,100,"[wynants, jan]","[1630, 1684]","[wijnants, jan]","[1635, 1684]","True","wga_wynants, jan, (1630-1684)","artuk_wijnants, jan, (1635-1684)",,,
619,100,"[wynants, jan]","[1630, 1684]","[wijnants, jan]","[1636, 1672]","True","wga_wynants, jan, (1630-1684)","wijnants, jan, (1636-1672)",,,
620,86,"[eakins, thomas]","[1844, 1916]","[thomas, w.]","[1838, 1862]","False","wga_eakins, thomas, (1844-1916)","thomas, w.",,,
621,86,"[eakins, thomas]","[1844, 1916]","[thomas, a.]","[1862.0, 1862.0]","False","wga_eakins, thomas, (1844-1916)","artuk_thomas, a.",,,
622,86,"[eakins, thomas]","[1844, 1916]","[thomas, m.]","[1832, 1843]","False","wga_eakins, thomas, (1844-1916)","artuk_thomas, m., (active 1832-1843)",,,
623,86,"[hunt, william morris]","[1824, 1879]","[morris, c.]","[1865.0, 1865.0]","False","wga_hunt, william morris, (1824-1879)","artuk_morris, c.",,,
624,86,"[hunt, william morris]","[1824, 1879]","[morris, d.]","[1899.0, 1899.0]","False","wga_hunt, william morris, (1824-1879)","artuk_morris, d.",,,
625,86,"[hunt, william morris]","[1824, 1879]","[morris, m.]","[1906.0, 1906.0]","False","wga_hunt, william morris, (1824-1879)","artuk_morris, m.",,,
626,85,"[hunt, william morris]","[1824, 1879]","[morris, william walker]","[1832, 1867]","False","wga_hunt, william morris, (1824-1879)","artuk_morris, william walker, (1832-1867)",,,
627,90,"[adriaenssen, alexander]","[1587, 1661]","[alexander, j.]","[1628.0, 1628.0]","False","wga_adriaenssen, alexander, (1587-1661)","artuk_alexander, j.",,,
628,90,"[keirinckx, alexander]","[1600, 1652]","[alexander, j.]","[1628.0, 1628.0]","False","wga_keirinckx, alexander, (1600-1652)","artuk_alexander, j.",,,
629,93,"[angellis, pieter]","[1685, 1734]","[angillis, pieter]","[1685, 1734]",1,"wga_angellis, pieter, (1685-1734)","artuk_angillis, pieter, (1685-1734)",,,
630,92,"[barker, thomas]","[1769, 1847]","[barber, thomas]","[1771, 1843]","False","wga_barker, thomas, (1769-1847)","artuk_barber, thomas, (1771-1843)",,,
631,92,"[barker, thomas]","[1769, 1847]","[barber, thomas]","[1798, 1826]","False","wga_barker, thomas, (1769-1847)","artuk_barber, thomas, (1798-1826)",,,
632,92,"[barker, thomas jones]","[1813, 1882]","[barker, g. jones]","[1880, 1880]","False","wga_barker, thomas jones, (1813-1882)","barker, g. jones, (b.1880)",,,
633,90,"[schreyer, christian adolf]","[1828, 1899]","[christian, j.]","[1897.0, 1897.0]","False","wga_schreyer, christian adolf, (1828-1899)","artuk_christian, j.",,,
634,90,"[cooke, edward william]","[1811, 1880]","[cocks, edward william]","[1803, 1803]",0,"wga_cooke, edward william, (1811-1880)","artuk_cocks, edward william, (b.1803)",,,
635,90,"[verbruggen, gaspar peeter the elder]","[1635, 1681]","[de verbruggen the younger, gaspar peeter]","[1635, 1681]",0,"wga_verbruggen, gaspar peeter the elder, (1635-1681)","de verbruggen the younger, gaspar peeter, (1635-1681)",,,
636,93,"[marées, george de]","[1697, 1776]","[desmarées, george]","[1697, 1776]",1,"wga_marées, george de, (1697-1776)","artuk_desmarées, george, (1697-1776)",,,
637,93,"[hamilton, william]","[1751, 1801]","[hilton, william]","[1780, 1820]","False","wga_hamilton, william, (1751-1801)","artuk_hilton, william, (active 1780-1820)",,,
638,94,"[hobbema, meyndert]","[1638, 1709]","[hobbema, meindert]","[1636, 1672]",1,"wga_hobbema, meyndert, (1638-1709)","hobbema, meindert, (1636-1672)",,,
639,90,"[hodges, william]","[1744, 1797]","[hodgson, william]","[1811.0, 1811.0]","False","wga_hodges, william, (1744-1797)","artuk_hodgson, william",,,
640,93,"[lippi, filippino]","[1457, 1504]","[lippi, filippo]","[1422, 1457]",1,"wga_lippi, filippino, (1457-1504)","lippi, filippo, (1422-1457)",,,
641,90,"[mcculloch, horatio]","[1805, 1867]","[mcculloch, d.]","[1838.0, 1838.0]","False","wga_mcculloch, horatio, (1805-1867)","artuk_mcculloch, d.",,,
642,93,"[conti, francesco]","[1681, 1760]","[monti, francesco]","[1685, 1768]","False","wga_conti, francesco, (1681-1760)","artuk_monti, francesco, (1685-1768)",,,
643,91,"[stuart, gilbert]","[1755, 1828]","[stuart, gilbert]","[1738, 1815]",1,"wga_stuart, gilbert, (1755-1828)","stuart, gilbert, (1738-1815)",,,
644,93,"[burch, hendrick van der]","[1627, 1666]","[van der borcht, hendrick]","[1583, 1660]","False","wga_burch, hendrick van der, (1627-1666)","artuk_van der borcht, hendrick, (1583-1660)",,,
645,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the elder, jan]","[1601, 1678]",1,"wga_kessel, jan van, i, (1626-1679)","van kessel the elder, jan, (1601-1678)",,,
646,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the elder, jan]","[1626, 1679]",1,"wga_kessel, jan van, i, (1626-1679)","artuk_van kessel the elder, jan, (1626-1679)",,,
647,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the younger, jan]","[1654, 1708]",0,"wga_kessel, jan van, i, (1626-1679)","artuk_van kessel the younger, jan, (1654-1708)",,,
648,90,"[verelst, william]","[1732, 1756]","[verelst, willem]","[1715, 1752]",1,"wga_verelst, william, (1732-1756)","verelst, willem, (1715-1752)",,,
