,"score","names_wiki+googleart+wga+meisterwerke","dates_wiki+googleart+wga+meisterwerke","names_moma","dates_moma","is_same","artist_id_wiki+googleart+wga+meisterwerke","artist_id_moma","idx","total_works_count","year_diff"
109,100,"[narcisse-virgilio diaz, narcisse virgilio díaz, diaz de la pena, virgile-narcisse, narcisse-virgilio díaz de la peña, diaz de la peña, narcisse virgile]","[1807, 1876]","[narcisse diaz]","[1809, 1876]",1,"meisterwerke_diaz de la pena, virgile-narcisse","moma_mdvt-narcisse-diaz-1531","(1693, 8048)",36,"[2, 0]"
9,100,"[macke, august, august macke]","[1887, 1915.0]","[august macke]","[1887, 1914]",1,"meisterwerke_macke, august","moma_mdvt-august-macke-3670","(230, 921)",301,"[0, 1.0]"
142,100,"[motonaga, kiitsu, shiën, shukurinsai, kiichi, kwaikwai, isandō, suzuki motonaga, tamesaburō, ōsō, seisei, hitsuan, suzuki, kiitsu, teihakushi, suzuki kiitsu, kaikai, suzuki, niwabyōshi]","[1796, 1858]","[fratelli grivel (now grivel s.r.l.)]","[1818, 1828]",0,"meisterwerke_suzuki kiitsu","moma_mdvt-fratelli-grivel-(now-grivel-s.r.l.)-10374","(2377, 3425)",12,"[22, 30]"
284,100,"[zille, heinrich]","[1904.0, 1918.0]","[heinrich zille]","[1858, 1929]",1,"meisterwerke_zille, heinrich","moma_mdvt-heinrich-zille-6568","(10037, 4333)",7,"[46.0, 11.0]"
100,92,"[bracquemond, marie, marie bracquemond, marie quivoron]","[1840, 1916]","[f. bracquemond]","[1833, 1914]",0,"wga_bracquemond, marie, (1840-1916)","moma_mdvt-f.-bracquemond-6719","(1541, 3134)",24,"[7, 2]"
420,84,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri manguin]","[1874, 1949]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-manguin-3725","(4405, 949)",411,"[14, 6]"
63,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri de toulouse-lautrec]","[1864, 1901]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-de-toulouse-lautrec-5910","(949, 4387)",511,"[4, 42]"
70,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri rivière]","[1864, 1951]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-rivière-4946","(949, 4411)",411,"[4, 8]"
69,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri (paul herrmann) héran]","[1864, 1940]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-(paul-herrmann)-héran-2601","(949, 4383)",409,"[4, 3]"
68,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri meunier]","[1873, 1922]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-meunier-3952","(949, 4407)",409,"[13, 21]"
67,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri gerbault]","[1863, 1930]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-gerbault-40732","(949, 4396)",410,"[3, 13]"
66,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri-gustave jossot]","[1866, 1951]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-gustave-jossot-2945","(949, 4399)",409,"[6, 8]"
65,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri-gabriel ibels]","[1867, 1936]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-gabriel-ibels-2791","(949, 4393)",420,"[7, 7]"
64,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri gaudier-brzeska]","[1891, 1915]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-gaudier-brzeska-2097","(949, 4394)",410,"[31, 28]"
71,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri lebasque]","[1865, 1947]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-lebasque-40746","(949, 4404)",410,"[5, 4]"
62,100,"[henri-martin, martin, henri, henri, martin, henri jean guillaume, henri-jean guillaume martin, henri martin, martin, henri-jean-guillaume]","[1860, 1943]","[henri evenepoel]","[1872, 1899]",0,"wga_martin, henri-jean-guillaume, (1860-1943)","moma_mdvt-henri-evenepoel-1779","(949, 4391)",409,"[12, 44]"
283,100,"[regnault, henri]","[1843, 1871]","[henri-victor regnault]","[1810, 1878]",0,"wga_regnault, henri, (1843-1871)","moma_mdvt-henri-victor-regnault-7904","(8012, 4414)",5,"[33, 7]"
88,97,"[rippl-ronai, jozsef, rippl-rónai, józsef, jozsef rippl-ronai, józsef rippl-rónai]","[1861, 1927]","[jozsef rippl-rónai]","[1894.0, 1894.0]",1,"wga_rippl-rónai, józsef, (1861-1927)","moma_mdvt-jozsef-rippl-rónai-4935","(1292, 5928)",127,"[33.0, 33.0]"
6,100,"[anders leonard zorn, zorn, anders, anders zorn]","[1860, 1920]","[anders zorn]","[1892.0, 1892.0]",1,"wga_zorn, anders, (1860-1920)","moma_mdvt-anders-zorn-6584","(132, 537)",169,"[32.0, 28.0]"
0,100,"[robert del naja, 3d]","[1966, 2099]","[robert del naja]","[1965, 2099]",1,"wiki_3d","moma_mdvt-robert-del-naja-32475","(0, 9403)",10,"[1, 0]"
1,100,"[adolf richard fleischmann, adolf fleischmann]","[1892, 1968]","[adolf richard fleischmann]","[1892, 1969]",1,"wiki_adolf-fleischmann","moma_mdvt-adolf-richard-fleischmann-1913","(16, 105)",26,"[0, 1]"
2,100,"[alberto gironella]","[1929, 1999]","[alberto gironella]","[1929, 2099]",1,"wiki_alberto-gironella","moma_mdvt-alberto-gironella-2177","(63, 246)",22,"[0, 100]"
3,100,"[alberto magnelli]","[1888, 1970]","[alberto magnelli]","[1888, 1971]",1,"wiki_alberto-magnelli","moma_mdvt-alberto-magnelli-3690","(64, 248)",35,"[0, 1]"
5,100,"[ali omar ermes, علي عمر الرميص]","[1945, 2099]","[ali]","[1956, 2099]",0,"wiki_ali-omar-ermes","moma_mdvt-ali-6837","(107, 422)",15,"[11, 0]"
7,100,"[sir anthony alfred caro, om, cbe, anthony caro]","[1924, 2099]","[anthony caro]","[1924, 2013]",1,"wiki_anthony-caro","moma_mdvt-anthony-caro-982","(169, 695)",0,"[0, 86]"
8,85,"[antonio areal, antónio santiago gonçalves areal e silva]","[1934, 1978]","[antonio saura]","[1930, 1998]",0,"wiki_antonio-areal","moma_mdvt-antonio-saura-5181","(180, 762)",42,"[4, 20]"
11,100,"[ay-o, iijima, ay-o (靉嘔); takao iijima, ai-ō, ai ō, takao, takao, iijima, iijima takao]","[1931, 2099]","[ai weiwei]","[1957, 2099]",0,"wiki_ay-o","moma_mdvt-ai-weiwei-34722","(240, 149)",11,"[26, 0]"
10,100,"[ay-o, iijima, ay-o (靉嘔); takao iijima, ai-ō, ai ō, takao, takao, iijima, iijima takao]","[1931, 2099]","[takao sasai]","[1956, 2099]",0,"wiki_ay-o","moma_mdvt-takao-sasai-5170","(240, 10465)",11,"[25, 0]"
12,100,"[ay-o, iijima, ay-o (靉嘔); takao iijima, ai-ō, ai ō, takao, takao, iijima, iijima takao]","[1931, 2099]","[takao yamada]","[1938, 2099]",0,"wiki_ay-o","moma_mdvt-takao-yamada-6480","(240, 10466)",11,"[7, 0]"
25,100,"[benjamin vautier, ben]","[1935, 2099]","[ben sakoguchi]","[1938, 2099]",0,"wiki_ben","moma_mdvt-ben-sakoguchi-5119","(262, 1078)",19,"[3, 0]"
22,100,"[benjamin vautier, ben]","[1935, 2099]","[ben langlands]","[1955, 2099]",0,"wiki_ben","moma_mdvt-ben-langlands-14137","(262, 1073)",19,"[20, 0]"
24,100,"[benjamin vautier, ben]","[1935, 2099]","[ben affleck]","[1972, 2099]",0,"wiki_ben","moma_mdvt-ben-affleck-46860","(262, 1062)",19,"[37, 0]"
13,100,"[benjamin vautier, ben]","[1935, 2099]","[ben johnston]","[1926, 2099]",0,"wiki_ben","moma_mdvt-ben-johnston-47775","(262, 1069)",19,"[9, 0]"
14,100,"[benjamin vautier, ben]","[1935, 2099]","[ben drury]","[1972, 2099]",0,"wiki_ben","moma_mdvt-ben-drury-47286","(262, 1064)",19,"[37, 0]"
15,100,"[benjamin vautier, ben]","[1935, 2099]","[ben katchor]","[1951, 2099]",0,"wiki_ben","moma_mdvt-ben-katchor-43521","(262, 1070)",19,"[16, 0]"
16,100,"[benjamin vautier, ben]","[1935, 2099]","[ben fry]","[1975, 2099]",0,"wiki_ben","moma_mdvt-ben-fry-32964","(262, 1067)",19,"[40, 0]"
17,100,"[benjamin vautier, ben]","[1935, 2099]","[ben van berkel]","[1957, 2099]",0,"wiki_ben","moma_mdvt-ben-van-berkel-7529","(262, 1082)",19,"[22, 0]"
18,100,"[benjamin vautier, ben]","[1935, 2099]","[ben faydherbe]","[1958, 2099]",0,"wiki_ben","moma_mdvt-ben-faydherbe-7601","(262, 1066)",19,"[23, 0]"
19,100,"[benjamin vautier, ben]","[1935, 2099]","[guy ben-ner]","[1969, 2099]",0,"wiki_ben","moma_mdvt-guy-ben-ner-35516","(262, 4084)",19,"[34, 0]"
20,100,"[benjamin vautier, ben]","[1935, 2099]","[zadok ben-david]","[1949, 2099]",0,"wiki_ben","moma_mdvt-zadok-ben-david-40912","(262, 11607)",19,"[14, 0]"
21,100,"[benjamin vautier, ben]","[1935, 2099]","[ben schonzeit]","[1942, 2099]",0,"wiki_ben","moma_mdvt-ben-schonzeit-5262","(262, 1079)",20,"[7, 0]"
26,100,"[benjamin vautier, ben]","[1935, 2099]","[ben johnson]","[1946, 2099]",0,"wiki_ben","moma_mdvt-ben-johnson-48318","(262, 1068)",20,"[11, 0]"
23,100,"[benjamin vautier, ben]","[1935, 2099]","[ben kinmont]","[1963, 2099]",0,"wiki_ben","moma_mdvt-ben-kinmont-41829","(262, 1071)",30,"[28, 0]"
28,84,"[bernard aubertin]","[1934, 2099]","[bernard joubert]","[1946, 2099]",0,"wiki_bernard-aubertin","moma_mdvt-bernard-joubert-2946","(272, 1136)",14,"[12, 0]"
27,84,"[bernard aubertin]","[1934, 2099]","[bernard quentin]","[1923, 2099]",0,"wiki_bernard-aubertin","moma_mdvt-bernard-quentin-4769","(272, 1141)",14,"[11, 0]"
29,100,"[bernard schultze]","[1915, 2005]","[bernard schultze]","[1915, 1973.0]",1,"wiki_bernard-schultze","moma_mdvt-bernard-schultze-5275","(275, 1145)",20,"[0, 32.0]"
31,100,"[bradley walker tomlin]","[1899, 1955]","[bradley walker tomlin]","[1899, 1953]",1,"wiki_bradley-walker-tomlin","moma_mdvt-bradley-walker-tomlin-5896","(299, 1321)",24,"[0, 2]"
32,100,"[van velde, bram, bram abraham gerardus van velde, velde, abraham gerardus van, velde, a. g. van, bram van velde, velde, abraham g. van, velde, bram van]","[1892, 1981]","[bram van velde]","[1895, 1981]",1,"wiki_bram-van-velde","moma_mdvt-bram-van-velde-6124","(301, 1322)",24,"[3, 0]"
33,100,"[camille bryen, camille briand]","[1907, 1977]","[camille bryen]","[1907, 1976]",1,"wiki_camille-bryen","moma_mdvt-camille-bryen-837","(316, 1452)",24,"[0, 1]"
34,100,"[carmen herrera]","[1915, 2009.0]","[carmen herrera]","[1915, 1952.0]",1,"wiki_carmen-herrera","moma_mdvt-carmen-herrera-30075","(340, 1555)",17,"[0, 57.0]"
35,89.28,"[russell, charles m., charles m. russell, charles marion russell, russell, charles marion, charles marion]","[1863, 1926]","[charles maurin]","[1856, 1914]",0,"wiki_charles-m-russell","moma_mdvt-charles-maurin-3856","(365, 1697)",403,"[7, 12]"
36,85,"[charles robinson]","[1870, 1937]","[charles hopkinson]","[1869, 1962]",0,"wiki_charles-robinson","moma_mdvt-charles-hopkinson-2725","(370, 1676)",44,"[1, 25]"
347,85,"[christopher willard]","[1960, 2099]","[christopher orr]","[1967, 2099]",0,"wiki_christopher-willard","moma_mdvt-christopher-orr-28745","(1840, 390)",12,"[7, 0]"
37,87,"[christopher willard]","[1960, 2099]","[christopher williams]","[1956, 2099]",0,"wiki_christopher-willard","moma_mdvt-christopher-williams-28858","(390, 1844)",34,"[4, 0]"
38,100,"[beverloo, cornelis van, beverloo, corneille guillaume, corneille, guillaume cornelis van beverloo, corneille, cornélis van beverloo]","[1922, 2010]","[corneille hannoset]","[1926, 1997]",0,"wiki_corneille","moma_mdvt-corneille-hannoset-43696","(432, 1995)",39,"[4, 13]"
354,88,"[daniel buren]","[1938, 2099]","[daniel burman]","[1973, 2099]",0,"wiki_daniel-buren","moma_mdvt-daniel-burman-35993","(2102, 456)",7,"[35, 0]"
39,100,"[desmond morris, desmond john morris]","[1928, 2099]","[john morris]","[1965, 2099]",0,"wiki_desmond-morris","moma_mdvt-john-morris-8320","(489, 5641)",40,"[37, 0]"
40,87,"[dieter asmus]","[1939, 2099]","[dieter rams]","[1932, 2099]",0,"wiki_dieter-asmus","moma_mdvt-dieter-rams-8451","(492, 2401)",16,"[7, 0]"
43,100,"[emil schumacher]","[1912, 1999]","[emil schumacher]","[1912, 1973.0]",1,"wiki_emil-schumacher","moma_mdvt-emil-schumacher-5277","(575, 2841)",26,"[0, 26.0]"
376,86,"[emile bernard, émile bernard, bernard, émile, émile henri bernard]","[1868, 1941]","[emile branchard]","[1881, 1938]",0,"wiki_emile-bernard","moma_mdvt-emile-branchard-737","(2842, 576)",41,"[13, 3]"
44,100,"[emilio scanavino]","[1922, 1986]","[emilio scanavino]","[1922, 2099]",1,"wiki_emilio-scanavino","moma_mdvt-emilio-scanavino-5193","(581, 2857)",29,"[0, 113]"
45,100,"[ernst fuchs]","[1930, 2099]","[ernst fuchs]","[1930, 2015]",1,"wiki_ernst-fuchs","moma_mdvt-ernst-fuchs-2021","(603, 3002)",64,"[0, 84]"
46,100,"[eugène samuel grasset, eugène grasset]","[1845, 1917]","[eugène grasset]","[1841, 1917]",1,"wiki_eug-ne-grasset","moma_mdvt-eugène-grasset-2301","(615, 3093)",57,"[4, 0]"
47,100,"[fab-5-freddy, fab 5 freddy, fab 5, braithwaite, fred, fred brathwaite]","[1958, 2099]","[fred]","[1956, 2099]",0,"wiki_fab-5-freddy","moma_mdvt-fred-6838","(630, 3442)",10,"[2, 0]"
49,100,"[frank helmut auerbach, frank auerbach]","[1931, 2099]","[frank auerbach]","[1931, 1939]",1,"wiki_frank-auerbach","moma_mdvt-frank-auerbach-240","(687, 3341)",54,"[0, 160]"
50,100,"[frank lobdell]","[1921, 2013]","[frank lobdell]","[1921, 2099]",1,"wiki_frank-lobdell","moma_mdvt-frank-lobdell-3576","(692, 3365)",43,"[0, 86]"
51,100,"[frederick john eversley, fred eversley]","[1941, 2099]","[fred]","[1956, 2099]",0,"wiki_fred-eversley","moma_mdvt-fred-6838","(703, 3442)",1,"[15, 0]"
52,100,"[gandy brodie]","[1924, 1975]","[gandy brodie]","[1925, 1975]",1,"wiki_gandy-brodie","moma_mdvt-gandy-brodie-787","(739, 3567)",23,"[1, 0]"
53,84,"[george henry, brown, george henry alan, brown, george h. a.]","[1862, 1935.0]","[henry george keller]","[1869, 1949]",0,"wiki_george-henry","moma_mdvt-henry-george-keller-3042","(759, 4429)",38,"[7, 14.0]"
397,89,"[lemmen, georges, georges lemmen]","[1865, 1916]","[georges demenÿ]","[1850, 1917]",0,"wiki_georges-lemmen","moma_mdvt-georges-demenÿ-7839","(3727, 778)",34,"[15, 1]"
54,100,"[germaine richier]","[1902, 1959]","[germaine richier]","[1904, 1959]",1,"wiki_germaine-richier","moma_mdvt-germaine-richier-4905","(797, 3788)",11,"[2, 0]"
55,100,"[giulio turcato]","[1912, 1995]","[giulio turcato]","[1912, 1922]",1,"wiki_giulio-turcato","moma_mdvt-giulio-turcato-5972","(838, 3893)",36,"[0, 73]"
56,100,"[gottfried honegger]","[1917, 2003.0]","[gottfried honegger]","[1917, 2016]",1,"wiki_gottfried-honegger","moma_mdvt-gottfried-honegger-2719","(850, 3962)",20,"[0, 13.0]"
57,100,"[gustav metzger]","[1926, 2099]","[gustav metzger]","[1926, 2017]",1,"wiki_gustav-metzger","moma_mdvt-gustav-metzger-43107","(881, 4072)",1,"[0, 82]"
58,100,"[gustave singier]","[1909, 1984]","[gustave singier]","[1926.0, 1953.0]",1,"wiki_gustave-singier","moma_mdvt-gustave-singier-5448","(890, 4079)",46,"[17.0, 31.0]"
59,100,"[gyula kosice, fernando fallik]","[1924, 2099]","[gyula kosice (fernando fallik)]","[1924, 2016]",1,"wiki_gyula-kosice","moma_mdvt-gyula-kosice-(fernando-fallik)-27446","(895, 4101)",3,"[0, 83]"
60,87,"[sir hans heysen, obe (wilhelm ernst hans franz heysen), hans heysen]","[1877, 1968]","[ernst wilhelm nay]","[1902, 1968]",0,"wiki_hans-heysen","moma_mdvt-ernst-wilhelm-nay-4245","(909, 3016)",41,"[25, 0]"
61,93,"[hassan massoudy (حسن المسعود الخطاط), hassan massoudy]","[1944, 2099]","[massoud hassani]","[1983, 2099]",0,"wiki_hassan-massoudy","moma_mdvt-massoud-hassani-41822","(921, 7484)",19,"[39, 0]"
72,84,"[hiro yamagata, 山形 博導]","[1948, 2099]","[yo yamagata]","[1962, 2099]",0,"wiki_hiro-yamagata","moma_mdvt-yo-yamagata-22838","(975, 11538)",91,"[14, 0]"
73,100,"[horia damian]","[1922, 2012]","[horia damian]","[1922, 2099]",1,"wiki_horia-damian","moma_mdvt-horia-damian-1369","(990, 4565)",19,"[0, 87]"
74,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[alex j. ettl]","[1898, 1992]",0,"wiki_hovhannes-zardaryan","moma_mdvt-alex-j.-ettl-1768","(991, 313)",5,"[20, 19.0]"
75,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[jan j. schoonhoven]","[1914, 1994]",0,"wiki_hovhannes-zardaryan","moma_mdvt-jan-j.-schoonhoven-5266","(991, 5034)",15,"[4, 21.0]"
80,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[davis j. pratt]","[1917, 1987]",0,"wiki_hovhannes-zardaryan","moma_mdvt-davis-j.-pratt-4723","(991, 2295)",5,"[1, 14.0]"
79,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[paul j. smith]","[1906, 1980]",0,"wiki_hovhannes-zardaryan","moma_mdvt-paul-j.-smith-41929","(991, 8564)",5,"[12, 7.0]"
77,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[fredrick j. whiteman]","[1909, 1997]",0,"wiki_hovhannes-zardaryan","moma_mdvt-fredrick-j.-whiteman-6741","(991, 3463)",5,"[9, 24.0]"
76,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[j. arrelano fischer]","[1911, 1995]",0,"wiki_hovhannes-zardaryan","moma_mdvt-j.-arrelano-fischer-13","(991, 4814)",5,"[7, 22.0]"
78,100,"[hovhannes zardaryan, հովհաննես զարդարjան]","[1918, 1973.0]","[john j. cu roi]","[1920, 1930]",0,"wiki_hovhannes-zardaryan","moma_mdvt-john-j.-cu-roi-1322","(991, 5602)",5,"[2, 43.0]"
82,100,"[jacques hérold, herold blumer]","[1910, 1987]","[jacques hérold]","[1910, 1991]",1,"wiki_jacques-h-rold","moma_mdvt-jacques-hérold-2616","(1071, 4906)",47,"[0, 4]"
84,86,"[jean carzou]","[1907, 2000]","[jean carlu]","[1900, 1997]",0,"wiki_jean-carzou","moma_mdvt-jean-carlu-977","(1127, 5151)",1,"[7, 3]"
85,100,"[jesus rafael soto, jesús rafael soto]","[1923, 2005]","[jess]","[1923, 2004]",0,"wiki_jesus-rafael-soto","moma_mdvt-jess-2913","(1168, 5319)",18,"[0, 1]"
86,100,"[pancetti, giuseppe gianinni, giuseppe giannini pancetti, jose pancetti, pancetti, josé, pancetti, josé gianini]","[1902, 1958]","[josé pancetti]","[1904, 1958]",1,"wiki_jose-pancetti","moma_mdvt-josé-pancetti-4481","(1275, 5906)",35,"[2, 0]"
87,87,"[josef herman, josef herman (joe bach)]","[1911, 2000]","[herman rose]","[1909, 2007]",0,"wiki_josef-herman","moma_mdvt-herman-rose-5019","(1277, 4478)",16,"[2, 7]"
89,100,"[judy chicago, judy cohen]","[1939, 2099]","[judy chicago]","[1937, 2099]",1,"wiki_judy-chicago","moma_mdvt-judy-chicago-1099","(1298, 5984)",25,"[2, 0]"
90,100,"[julian stanczak]","[1928, 2099]","[julian stanczak]","[1928, 2017]",1,"wiki_julian-stanczak","moma_mdvt-julian-stanczak-5599","(1310, 6023)",19,"[0, 82]"
92,100,"[kit williams, christopher williams]","[1946, 2099]","[christopher williams]","[1956, 2099]",0,"wiki_kit-williams","moma_mdvt-christopher-williams-28858","(1371, 1844)",53,"[10, 0]"
348,85,"[kit williams, christopher williams]","[1946, 2099]","[christopher orr]","[1967, 2099]",0,"wiki_kit-williams","moma_mdvt-christopher-orr-28745","(1840, 1371)",31,"[21, 0]"
93,100,"[konrad klapheck]","[1935, 2099]","[konrad klapheck]","[1977.0, 1977.0]",1,"wiki_konrad-klapheck","moma_mdvt-konrad-klapheck-3126","(1378, 6431)",11,"[42.0, 122.0]"
94,100,"[kukryniksy, кукрыниксы]","[1941.0, 1948.0]","[kukryniksy (collective)]","[1924, 2099]",1,"wiki_kukryniksy","moma_mdvt-kukryniksy-(collective)-37855","(1391, 6455)",174,"[17.0, 151.0]"
95,100,"[larry zox, lawrence zox]","[1937, 2006]","[larry zox]","[1936, 2006]",1,"wiki_larry-zox","moma_mdvt-larry-zox-6586","(1403, 6526)",49,"[1, 0]"
96,100,"[louis cane]","[1945, 2099]","[louis cane]","[1943, 2099]",1,"wiki_louis-cane","moma_mdvt-louis-cane-948","(1463, 6828)",17,"[2, 0]"
470,84,"[louis cane]","[1945, 2099]","[lois lane]","[1948, 2099]",1,"wiki_louis-cane","moma_mdvt-lois-lane-3369","(6784, 1463)",21,"[3, 0]"
97,100,"[louis marcoussis, ludwik kazimierz wladyslaw markus]","[1878, 1941]","[louis marcoussis]","[1883, 1941]",1,"wiki_louis-marcoussis","moma_mdvt-louis-marcoussis-3757","(1466, 6852)",71,"[5, 0]"
98,94,"[luciano bartolini]","[1948, 1994]","[lucia bartolini]","[1944, 2099]",1,"wiki_luciano-bartolini","moma_mdvt-lucia-bartolini-34561","(1486, 6905)",45,"[4, 105]"
471,84,"[manuel alvarez bravo, manuel álvarez bravo]","[1902, 2002]","[lola alvarez bravo]","[1907, 1993]",0,"wiki_manuel-alvarez-bravo","moma_mdvt-lola-alvarez-bravo-7921","(6787, 1516)",0,"[5, 9]"
478,87,"[marcel hermann iancu, marcel janco]","[1895, 1984]","[marcel jean]","[1900, 1993]",0,"wiki_marcel-janco","moma_mdvt-marcel-jean-2898","(7146, 1526)",39,"[5, 9]"
101,100,"[maria sol escobar (marisol), marisol escobar]","[1930, 2099]","[marisol (marisol escobar)]","[1930, 2016]",1,"wiki_marisol-escobar","moma_mdvt-marisol-(marisol-escobar)-3774","(1559, 7301)",24,"[0, 83]"
390,87,"[martin creed]","[1968, 2099]","[fred martin]","[1927, 2099]",0,"wiki_martin-creed","moma_mdvt-fred-martin-3791","(3430, 1576)",8,"[41, 0]"
103,100,"[max walter svanberg]","[1912, 1994]","[max walter svanberg]","[1912, 1922]",1,"wiki_max-walter-svanberg","moma_mdvt-max-walter-svanberg-5747","(1615, 7603)",12,"[0, 72]"
104,92,"[michael sowa]","[1945, 2099]","[michael snow]","[1929, 2099]",0,"wiki_michael-sowa","moma_mdvt-michael-snow-5500","(1638, 7760)",54,"[16, 0]"
105,100,"[miriam schapiro]","[1923, 2099]","[miriam schapiro]","[1923, 2015]",0,"wiki_miriam-schapiro","moma_mdvt-miriam-schapiro-5204","(1663, 7894)",74,"[0, 84]"
106,100,"[cuixart tàpies, modest, modest cuixart i tàpies, cuixart tapies, modesto, cuixart, modesto, cuixart tápies, modest, modest cuixart, guixart, modest, cuixart, modest, cuixart i tàpies, modest, cuixart tápies, modesto]","[1925, 2007]","[modest cuixart]","[1925, 2001]",1,"wiki_modest-cuixart","moma_mdvt-modest-cuixart-1326","(1665, 7915)",50,"[0, 6]"
107,93,"[mstislav dobuzhinsky, мстислав добужинский (mstislavas dobužinskis)]","[1875, 1957]","[mstislav dobuzhinskii]","[1875, 1952]",1,"wiki_mstislav-dobuzhinsky","moma_mdvt-mstislav-dobuzhinskii-23315","(1677, 7979)",165,"[0, 5]"
108,100,"[nancy graves]","[1939, 1995]","[nancy graves]","[1940, 1995]",1,"wiki_nancy-graves","moma_mdvt-nancy-graves-2310","(1689, 8023)",7,"[1, 0]"
111,100,"[norman ackroyd, norman ackroyd, cbe, ra]","[1938, 2099]","[norman ackroyd]","[1970.0, 1980.0]",1,"wiki_norman-ackroyd","moma_mdvt-norman-ackroyd-55","(1733, 8234)",18,"[32.0, 119.0]"
112,100,"[norman bluhm]","[1921, 1999]","[norman bluhm]","[1920, 1999]",1,"wiki_norman-bluhm","moma_mdvt-norman-bluhm-613","(1734, 8235)",36,"[1, 0]"
115,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[oscar jespers]","[1887, 1970]",0,"wiki_oscar-dominguez","moma_mdvt-oscar-jespers-2912","(1762, 8342)",21,"[19, 13]"
113,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[gustaf oscar dalström]","[1893, 1971]",0,"wiki_oscar-dominguez","moma_mdvt-gustaf-oscar-dalström-1366","(1762, 4063)",22,"[13, 14]"
114,100,"[dominguez, oscar, oscar, oscar dominguez, domínguez, oscar, domínguez, oscar manuel, domínguez palazón, oscar manuel, óscar m. Domínguez, palazón, oscar manuel domínguez, domínguez palazón, oscar, domínguez, domínguez, o.]","[1906, 1957]","[oscar nitzchke]","[1900, 1991]",0,"wiki_oscar-dominguez","moma_mdvt-oscar-nitzchke-4312","(1762, 8346)",21,"[6, 34]"
116,100,"[pat steir]","[1938, 2099]","[pat steir]","[1940, 2099]",1,"wiki_pat-steir","moma_mdvt-pat-steir-5637","(1792, 8479)",26,"[2, 0]"
117,100,"[patrick henry bruce]","[1880, 1936]","[patrick henry bruce]","[1881, 1936]",1,"wiki_patrick-henry-bruce","moma_mdvt-patrick-henry-bruce-821","(1794, 8493)",18,"[1, 0]"
118,84,"[paul allen reed, paul reed]","[1919, 2005.0]","[paul revel]","[1922, 1983]",0,"wiki_paul-reed","moma_mdvt-paul-revel-4880","(1816, 8603)",41,"[3, 22.0]"
